ID	Form_ID	Segments	Prosody	Meaning
2594	Gothic-2594_lange-1	l a ŋ ɡ i	CVCCV	Länge
2595	Gothic-2595_lang-1	l a ŋ ɡ s	CVCCC	lang
2596	Gothic-2596_legenauflegenhinlegensetzenstellen-1	l a ɣ j a n	CVCCVC	legen, auflegen, hinlegen, setzen, stellen
2597	Gothic-2597_seelrune-1	l a ɣ u s	CVCVC	See, lRune
2598	Gothic-2598_schmahen-2	l ɛ a n	CVVC	schmähen
2599	Gothic-2599_uberbleibselrest-1	l ɛ β a	CVCV	Überbleibsel, Rest
2600	Gothic-2600_ubriglassen-1	l ɛ β j a n	CVCCVC	übrig lassen
2601	Gothic-2601_gehenmachenleiten-1	l ɛ ð j a n	CVCCVC	gehen machen, leiten
2602	Gothic-2602_rest-1	l ɛ ɸ	CVC	Rest
2603	Gothic-2603_legion-1	l ɛ ɣ ɛ o n	CVCVVC	Legion
2604	Gothic-2604_lecken-1	l ɛ ɣ o n	CVCVC	lecken
2605	Gothic-2605_hupfenspringen-1	l ɛ k a n	CVCVC	hüpfen, springen
2606	Gothic-2606_tanz-1	l ɛ k s	CVCC	Tanz
2607	Gothic-2607_leseabschnittlektion-1	l ɛ k t j o	CVCCCV	Leseabschnitt, Lektion
2608	Gothic-2608_wissenerfahren-1	l ɛ s a n	CVCVC	wissen, erfahren
2609	Gothic-3832_lehrer-1	l ɛ s a r i s	CVCVCVC	Lehrer
2610	Gothic-2610_zumlehrenbefahigtzumlehrengeeignetlehrend-1	l ɛ s i ɣ s	CVCVCC	zum Lehren befähigt, zum Lehren geeignet, lehrend
2611	Gothic-2614_lehre-1	l ɛ s i n s	CVCVCC	Lehre
2612	Gothic-2612_gelehrt-1	l ɛ s ɪ θ s	CVCVCC	gelehrt
2613	Gothic-2613_lehrenbelehrensichbelehren-1	l ɛ s j a n	CVCCVC	lehren, belehren, sich belehren
2614	Gothic-2614_lehre-2	l ɛ s o	CVCV	Lehre
2615	Gothic-2615_folgennachstrebenverfolgennachgehen-1	l ɛ s t j a n	CVCCCVC	folgen, nachstreben, verfolgen, nachgehen
2616	Gothic-2616_leisten-1	l ɛ s t o n	CVCCVC	leisten
2617	Gothic-2617_spur-1	l ɛ s t s	CVCCC	Spur
2618	Gothic-2618_leid-1	l ɛ θ s	CVCC	leid
2619	Gothic-2619_levit-1	l ɛ wː i t u s	CVCVCVC	Levit
2620	Gothic-2620_lammschafjungeskleinvieh-1	l a m b	CVCC	Lamm, Schaf, junges Kleinvieh
2621	Gothic-2621_lahmschlaffmildmatt-1	l a m i s	CVCVC	lahm, schlaff, mild, matt
2622	Gothic-2622_landlandgutgegend-1	l a n d	CVCC	Land, Landgut, Gegend
2623	Gothic-2623_lende-1	l a n d j o	CVCCCV	Lende
2624	Gothic-2624_loffel-1	l a p ɪ n s	CVCVCC	Löffel
2625	Gothic-2625_schwach-1	l a s ɪ w s	CVCVCC	schwach
2626	Gothic-2626_fetzen-1	l a s k a	CVCCV	Fetzen
2627	Gothic-2627_lassigkeittragheit-1	l a t i	CVCV	Lässigkeit, Trägheit
2628	Gothic-2628_aufhaltenverzogernlangedauern-1	l a t j a n	CVCCVC	aufhalten, verzögern, lange dauern
2629	Gothic-2629_lassigtragefaul-1	l a t s	CVCC	lässig, träge, faul
2630	Gothic-2630_rufladung-1	l a θ a	CVCV	Ruf, Ladung
2631	Gothic-2632_gern-2	l a θ a l i k o	CVCVCVCV	gern
2632	Gothic-2632_gern-3	l a θ a l i k s	CVCVCVCC	gern
2633	Gothic-2633_einladen-1	l a θ o n	CVCVC	einladen
2634	Gothic-2634_einladungberufungtrosterlosung-1	l a θ o n s	CVCVCC	Einladung, Berufung, Trost, Erlösung
2635	Gothic-2635_glanz-2	l ɔ β i	CVCV	Glanz
2636	Gothic-2636_laubhutte-1	l ɔ β j a	CVCCV	Laubhütte
2637	Gothic-4411_erlauben-1	l ɔ β j a n	CVCCVC	erlauben
2638	Gothic-2638_laubevorhalledach-1	l ɔ β j o l ɔ β ɪ	CVCCVCVCV	Laube, Vorhalle, Dach
2639	Gothic-3478_gestalt-1	l ɔ ð ɪ	CVCV	Gestalt
2640	Gothic-2640_laubblatt-1	l ɔ ɸ s	CVCC	Laub, Blatt
2641	Gothic-4816_wertvoll-1	l ɔ ɸ s	CVCC	wertvoll
2642	Gothic-2642_leugnen-1	l ɔ ɣ n j a n	CVCCCVC	leugnen
2643	Gothic-2643_verborgenheit-2	l ɔ ɣ n̥ s	CVCVC	Verborgenheit
2644	Gothic-2644_blitzen-1	l ɔ h a t j a n	CVCVCCVC	blitzen
2645	Gothic-2645_blitz-1	l ɔ h m u n ɪ	CVCCVCV	Blitz
2646	Gothic-2646_lohnbelohnungdank-1	l ɔ n	CVC	Lohn, Belohnung, Dank
2647	Gothic-2647_undankbar-1	l ɔ n a w a r ɡ s	CVCVCVCCC	undankbar
2648	Gothic-2957_lohn-1	l ɔ n ɪ	CVCV	Lohn
2649	Gothic-2649_losleer-1	l ɔ s	CVC	los, leer
2650	Gothic-2651_leeresgeredeleeresgeschwatz-1	l ɔ s a w ɔ r d i	CVCVCVCCV	leeres Gerede, leeres Geschwätz
2651	Gothic-2651_leeresgeredeleeresgeschwatz-2	l ɔ s a w ɔ r d ɪ	CVCVCVCCV	leeres Gerede, leeres Geschwätz
2652	Gothic-2652_leeresgeschwatzvollfuhrendhohlerschwatzer-1	l ɔ s a w ɔ r d s	CVCVCVCCC	leeres Geschwätz vollführend, hohler Schwätzer
2653	Gothic-2757_losung-1	l ɔ s i n s	CVCVCC	Lösung
2654	Gothic-2655_mitleerenhanden-1	l ɔ s h a n d j a	CVCCVCCCV	mit leeren Händen
2655	Gothic-2655_mitleerenhanden-2	l ɔ s h a n d u s	CVCCVCCVC	mit leeren Händen
2656	Gothic-2656_losenlosmachenrettengelderhebengeldeintreibengeldzuruckfordernfordernsichbezahlenlassen-1	l ɔ s j a n	CVCCVC	lösen, losmachen, retten, Geld erheben, Geld eintreiben, Geld zurückfordern, fordern, sich bezahlen lassen
2657	Gothic-2657_fasten-2	l ɔ s kʷ ɪ θ r i	CVCCVCCV	Fasten
2658	Gothic-2658_leerenmagensnuchternungespeist-1	l ɔ s kʷ ɪ θ r̥ s	CVCCVCVC	leeren Magens, nüchtern, ungespeist
2659	Gothic-2659_beschaffengro-1	l ɔ θ s	CVCC	beschaffen, groß
2660	Gothic-2660_leichtleichtsinnig-1	l i h t s	CVCCC	leicht, leichtsinnig
2661	Gothic-2661_leihenborgen-1	l i ʍ a n s ɪ s	CVCVCCVC	leihen, borgen
2662	Gothic-2662_korperleibleichnamfleisch-1	l i k	CVC	Körper, Leib, Leichnam, Fleisch
2663	Gothic-2663_gefallengutdunkenwohlgefallenvorsatz-1	l i k ɛ n s	CVCVCC	Gefallen, Gutdünken, Wohlgefallen, Vorsatz
2664	Gothic-2664_gefallen-2	l i k a n	CVCVC	gefallen
2665	Gothic-2665_gleichheit-1	l i k i	CVCV	Gleichheit
2666	Gothic-2666_leiblichfleischlich-1	l i k i n s	CVCVCC	leiblich, fleischlich
2667	Gothic-2667_leinenleinwandlinnen-1	l i n	CVC	Leinen, Leinwand, Linnen
2668	Gothic-2668_kundig-1	l i s	CVC	kundig
2669	Gothic-2669_kunde-1	l i s i	CVCV	Kunde
2670	Gothic-2670_leiste-1	l i s t a	CVCCV	Leiste
2671	Gothic-2671_kleinwenig-1	l i t ɪ l s	CVCVCC	klein, wenig
2672	Gothic-2672_gehen-2	l i θ a n	CVCVC	gehen
2673	Gothic-2673_obstwein-1	l i θ u	CVCV	Obstwein
2674	Gothic-2674_arzt-1	l e k i s	CVCVC	Arzt
2675	Gothic-2675_heilung-1	l e k ɪ n a sː u s	CVCVCVCVC	Heilung
2676	Gothic-2676_heilen-2	l e k ɪ n o n	CVCVCVC	heilen
2677	Gothic-2683_leute-1	l e o ð e s	CVVCVC	Leute
2678	Gothic-2678_lassen-1	l e t	CVC	Lassen
2679	Gothic-2679_lassenzurucklassenzulassen-1	l e t a n	CVCVC	lassen, zurücklassen, zulassen
2680	Gothic-2680_gelassenwerden-1	l e t n a n	CVCCVC	gelassen werden
2681	Gothic-2681_gelassener-1	l e t s	CVCC	Gelassener
2682	Gothic-2743_liebe-2	l e u β a	CVVCV	Liebe
2683	Gothic-2683_leute-2	l e u ð a	CVVCV	Leute
2684	Gothic-4540_mann-4	l e u ð ɪ s	CVVCVC	Mann
2685	Gothic-2685_gelegenheitveranlassunganlass-1	l e w	CVC	Gelegenheit, Veranlassung, Anlass
2686	Gothic-2686_verraten-2	l e w j a n	CVCCVC	verraten
2687	Gothic-2687_leben-1	l ɪ β ɛ n s	CVCVCC	Leben
2688	Gothic-2688_leben-1	l ɪ β a n	CVCVC	leben
2689	Gothic-2689_restuberbleibsel-1	l ɪ ɸ	CVC	Rest, Überbleibsel
2690	Gothic-2690_ubrigbleiben-2	l ɪ ɸ n a n	CVCCVC	übrigbleiben
2691	Gothic-2691_lebenleib-1	l ɪ ɸ s	CVCC	Leben, Leib
2692	Gothic-2692_liegendarniederliegen-1	l ɪ ɣ a n	CVCVC	liegen, darniederliegen
2693	Gothic-2693_lagerbettbeilager-1	l ɪ ɣ r̥ s	CVCVC	Lager, Bett, Beilager
2694	Gothic-2694_warum-1	l ɪ m a	CVCV	warum
2695	Gothic-2695_lindmild-1	l ɪ n d	CVCC	lind, mild
2696	Gothic-2696_lindelindenschild-1	l ɪ n d a	CVCCV	Linde, Lindenschild
2697	Gothic-2697_leisesanft-1	l i s	CVC	leise, sanft
2698	Gothic-2698_sammelnlesen-1	l ɪ s a n	CVCVC	sammeln, lesen
2699	Gothic-2699_schnitte-1	l ɪ s k a	CVCCV	Schnitte
2700	Gothic-2700_zuwenig-1	l ɪ s t a	CVCCV	zu wenig
2701	Gothic-2701_listig-1	l ɪ s t i ɣ s	CVCCVCC	listig
2702	Gothic-2702_list-1	l ɪ s t s	CVCCC	List
2703	Gothic-2703_verstellungheuchelei-1	l ɪ t a	CVCV	Verstellung, Heuchelei
2704	Gothic-2704_bittgebetfurbitte-1	l ɪ t i n s	CVCVCC	Bittgebet, Fürbitte
2705	Gothic-2705_heuchelnsichverstellen-1	l ɪ t j a n	CVCCVC	heucheln, sich verstellen
2706	Gothic-2706_glied-1	l ɪ θ u s	CVCVC	Glied
2707	Gothic-2707_lieblich-1	l ɪ u β a l i k s	CVVCVCVCC	lieblich
2708	Gothic-4509_wachsen-1	l ɪ u ð a n	CVVCVC	wachsen
2709	Gothic-2709_liebgeliebt-1	l ɪ u ɸ s	CVVCC	lieb, geliebt
2710	Gothic-2716_luge-1	l ɪ u ɣ	CVVC	Lüge
2711	Gothic-2711_heiratehe-1	l ɪ u ɣ a	CVVCV	Heirat, Ehe
2712	Gothic-4177_verheiratet-1	l ɪ u ɣ ɛ θ s	CVVCVCC	verheiratet
2713	Gothic-3140_heiraten-1	l ɪ u ɣ a n	CVVCVC	heiraten
2714	Gothic-2714_lugenbelugen-1	l ɪ u ɣ a n	CVVCVC	lügen, belügen
2715	Gothic-2715_lugnerisch-1	l ɪ u ɣ a n d s	CVVCVCCC	lügnerisch
2716	Gothic-2716_luge-2	l ɪ u ɣ n̥	CVVCC	Lüge
2717	Gothic-2717_lugenprophetfalscherprophet-2	l ɪ u ɣ n a p r ɔ ɸ e t u s	CVVCCVCCVCVCVC	Lügenprophet, falscher Prophet
2718	Gothic-2718_lugenredendlugnerisch-1	l ɪ u ɣ n a w ɔ r d s	CVVCCVCVCCC	Lügen redend, lügnerisch
2719	Gothic-2719_lugner-1	l ɪ u ɣ n j a	CVVCCCV	Lügner
2720	Gothic-2720_erleuchtunglicht-1	l ɪ u h a ð i	CVVCVCV	Erleuchtung, Licht
2721	Gothic-2721_helleglanz-1	l ɪ u h a ð i n s	CVVCVCVCC	Helle, Glanz
2722	Gothic-2722_hell-1	l ɪ u h a ð i n s	CVVCVCVCC	hell
2723	Gothic-3372_licht-1	l ɪ u h a θ	CVVCVC	Licht
2724	Gothic-2724_leuchten-1	l ɪ u h t j a n	CVVCCCVC	leuchten
2725	Gothic-2725_lichtstrahlendhell-1	l ɪ u h t s	CVVCCC	licht, strahlend, hell
2726	Gothic-2726_losenlossein-1	l ɪ u s a n	CVVCVC	lösen, los sein
2727	Gothic-2727_heuchler-1	l ɪ u t a	CVVCV	Heuchler
2728	Gothic-2728_heucheleibetrugwurfelspieltrugspiel-1	l ɪ u t i	CVVCV	Heuchelei, Betrug, Würfelspiel, Trugspiel
2729	Gothic-2729_heuchlerischbetrugerisch-1	l ɪ u t s	CVVCC	heuchlerisch, betrügerisch
2730	Gothic-2730_lied-1	l ɪ u θ	CVVC	Lied
2731	Gothic-2731_sanger-2	l ɪ u θ a r i s	CVVCVCVC	Sänger
2732	Gothic-2732_lobsingensingen-1	l ɪ u θ o n	CVVCVC	lobsingen, singen
2733	Gothic-2733_mannleute-1	l ɪ u θ s	CVVCC	Mann, Leute
2734	Gothic-2734_lowe-1	l ɪ w a	CVCV	Löwe
2735	Gothic-2735_flachehand-1	l o ɸ a	CVCV	flache Hand
2736	Gothic-2736_lache-1	l o n a	CVCV	Lache
2737	Gothic-2737_luderlockspeise-1	l o θ r̥	CVCC	Luder, Lockspeise
2738	Gothic-4686_hoffnung-1	l u β ɛ n s	CVCVCC	Hoffnung
2739	Gothic-2739_hoffen-1	l u β a n	CVCVC	hoffen
2740	Gothic-2740_gift-2	l u β ɪ	CVCV	Gift
2741	Gothic-2741_giftkundigzauberer-1	l u β j a l i s	CVCCVCVC	giftkundig, Zauberer
2742	Gothic-2742_giftmischereizaubereigiftkunde-1	l u β j a l i s i	CVCCVCVCV	Giftmischerei, Zauberei, Giftkunde
2743	Gothic-2743_liebe-3	l u β o	CVCV	Liebe
2744	Gothic-2744_angesichtantlitz-1	l u ð j a	CVCCV	Angesicht, Antlitz
2745	Gothic-2745_schlaffeinfach-1	l u ɸ i s	CVCVC	schlaff, einfach
2746	Gothic-2746_luft-1	l u ɸ t u s	CVCCVC	Luft
2747	Gothic-2747_lochoffnung-1	l u k	CVC	Loch, Öffnung
2748	Gothic-2748_schlieen-1	l u k a n	CVCVC	schließen
2749	Gothic-2749_leuchtelicht-1	l u k a r n̥	CVCVCC	Leuchte, Licht
2750	Gothic-2750_leuchter-1	l u k a r n a s t a θ a	CVCVCCVCCVCV	Leuchter
2751	Gothic-2751_sichschlieen-1	l u k n a n	CVCCVC	sich schließen
2752	Gothic-2757_losung-2	l u n i n s	CVCVCC	Lösung
2753	Gothic-2753_losen-1	l u n j a n	CVCCVC	lösen
2754	Gothic-2754_losegeld-1	l u n s	CVCC	Lösegeld
2755	Gothic-2755_gelostwerden-1	l u s n a n	CVCCVC	gelöst werden
2756	Gothic-2756_begehrengelusten-1	l u s t o n	CVCCVC	begehren, gelüsten
2757	Gothic-2757_losung-3	l u s t s	CVCCC	Lösung
2758	Gothic-2758_lustbegierdeverlangen-1	l u s t u s	CVCCVC	Lust, Begierde, Verlangen
2759	Gothic-2759_ersehnt-1	l u s t u s a m a	CVCCVCVCV	ersehnt
2760	Gothic-2760_tauschenbetrugenverfuhrer-1	l u t o n	CVCVC	täuschen, betrügen, Verführer
2761	Gothic-2761_mabkurzungfur40-1	m	C	m, Abkürzung für
2762	Gothic-2762_konnenvermogen-1	m a ɣ a n	CVCVC	können, vermögen
2763	Gothic-2763_jungfraulichkeit-1	m a ɣ a θ i	CVCVCV	Jungfräulichkeit
2764	Gothic-2764_jungfraumagd-1	m a ɣ a θ s	CVCVCC	Jungfrau, Magd
2765	Gothic-2765_knableinknabe-1	m a ɣ u l a	CVCVCV	Knäblein, Knabe
2766	Gothic-2766_knabejunglingsohnknecht-1	m a ɣ u s	CVCVC	Knabe, Jüngling, Sohn, Knecht
2767	Gothic-2767_machtigmoglichstarkherrscher-1	m a h t i ɣ s	CVCCVCC	mächtig, möglich, stark, Herrscher
2768	Gothic-2768_machtkraftvermogenwundertat-1	m a h t s	CVCCC	Macht, Kraft, Vermögen, Wundertat
2769	Gothic-2769_tausch-1	m ɛ ð i n s	CVCVCC	Tausch
2770	Gothic-2770_tauschenverfalschenschachertreiben-1	m ɛ ð j a n	CVCCVC	tauschen, verfälschen, Schacher treiben
2771	Gothic-2771_mistdunger-1	m ɛ h s t u s	CVCCCVC	Mist, Dünger
2772	Gothic-2772_runzel-1	m ɛ l	CVC	Runzel
2773	Gothic-2773_pergament-1	m ɛ m b r a n a	CVCCCVCV	Pergament
2774	Gothic-2774_gemeingemeinsam-1	m ɛ n s	CVCC	gemein, gemeinsam
2775	Gothic-2775_mehrvielmehr-1	m ɛ s	CVC	mehr, vielmehr
2776	Gothic-2776_hochstens-1	m ɛ s t	CVCC	höchstens
2777	Gothic-2777_meistegrotehochste-1	m ɛ s t s	CVCCC	meiste, größte, höchste
2778	Gothic-2778_schneiden-1	m ɛ t	CVC	Schneiden
2779	Gothic-2779_schneidenhauen-1	m ɛ t a n	CVCVC	schneiden, hauen
2780	Gothic-2780_gabegeschenk-1	m ɛ θ m̥ s	CVCVC	Gabe, Geschenk
2781	Gothic-2781_verkruppeltverwundet-2	m ɛ θ s	CVCC	verkrüppelt, verwundet
2782	Gothic-2782_groere-1	m ɛ z a	CVCV	größere
2783	Gothic-2783_mehr-1	m ɛ z o	CVCV	mehr
2784	Gothic-3638_stark-1	m a l a	CVCV	stark
2785	Gothic-2785_mahlen-1	m a l a n	CVCVC	mahlen
2786	Gothic-2786_sand-1	m a l m a	CVCCV	Sand
2787	Gothic-2787_motte-1	m a l o	CVCV	Motte
2788	Gothic-3853_toricht-2	m a l s k s	CVCCCC	töricht
2789	Gothic-2789_auflosung-2	m a l t i n s	CVCCVCC	Auflösung
2790	Gothic-2790_auflosen-2	m a l t j a n	CVCCCVC	auflösen
2791	Gothic-2791_malmen-1	m a l w j a n	CVCCCVC	malmen
2792	Gothic-2898_fleisch-1	m a mː o	CVCV	Fleisch
2793	Gothic-2793_mammonreichtum-1	m a mː o n a	CVCVCV	Mammon, Reichtum
2794	Gothic-2794_mensch-1	m a n	CVC	Mensch
2795	Gothic-2795_mengeuberfluss-1	m a n a ɣ d u θ s	CVCVCCVCC	Menge, Überfluss
2796	Gothic-2796_mengevolk-1	m a n a ɣ i	CVCVCV	Menge, Volk
2797	Gothic-2797_mannigfaltig-1	m a n a ɣ ɸ a l θ s	CVCVCCVCCC	mannigfaltig
2798	Gothic-2798_mehrenvermehren-1	m a n a ɣ j a n	CVCVCCVC	mehren, vermehren
2799	Gothic-2799_reichlichvorhandenseinuberflusshaben-1	m a n a ɣ n a n	CVCVCCVC	reichlich vorhanden sein, Überfluss haben
2800	Gothic-2800_manchvieluber-1	m a n a ɣ s	CVCVCC	manch, viel, über
2801	Gothic-2801_menschenmorder-1	m a n a m ɔ r θ r j a	CVCVCVCCCCV	Menschenmörder
2802	Gothic-2802_gezahmt-1	m a n a r ɪ ɡ ɡ w s	CVCVCVCCVC	gezähmt
2803	Gothic-2803_menschensaatweltmenschheit-1	m a n a s e θ s	CVCVCVCC	Menschensaat, Welt, Menschheit
2804	Gothic-3478_gestalt-2	m a n ɔ l ɪ	CVCVCV	Gestalt
2805	Gothic-2805_bild-1	m a n l i k a	CVCCVCV	Bild
2806	Gothic-2806_menschmannmrune-1	m a nː a	CVCV	Mensch, Mann, mRune
2807	Gothic-2807_manna-1	m a nː a	CVCV	Manna
2808	Gothic-2808_jemand-2	m a nː a h u n	CVCVCVC	jemand
2809	Gothic-2809_menschlichkeit-1	m a nː ɪ s k o ð u s	CVCVCCVCVC	Menschlichkeit
2810	Gothic-2810_menschlich-1	m a nː ɪ s k s	CVCVCCC	menschlich
2811	Gothic-2811_bereitschaftmittel-1	m a n w ɪ θ a	CVCCVCV	Bereitschaft, Mittel
2812	Gothic-2812_bereitenzurechtmachen-1	m a n w j a n	CVCCCVC	bereiten, zurechtmachen
2813	Gothic-2814_bereit-1	m a n w u β a	CVCCVCV	bereit
2814	Gothic-2814_bereit-2	m a n w u s	CVCCVC	bereit
2815	Gothic-2817_meer-2	m a r	CVC	Meer
2816	Gothic-2816_derherrkommt-1	m a r a n a θ a	CVCVCVCV	der Herr kommt
2817	Gothic-2817_meer-3	m a r i	CVCV	Meer
2818	Gothic-2818_pferd-1	m a r h s	CVCCC	Pferd
2819	Gothic-2819_pferdeknecht-1	m a r h s k a l k s	CVCCCCVCCC	Pferdeknecht
2820	Gothic-2820_perle-1	m a r ɪ k r i t u s	CVCVCCVCVC	Perle
2821	Gothic-2821_meerseesee-1	m a r ɪ s ɛ w s	CVCVCVCC	Meersee, See
2822	Gothic-2822_markgrenze-1	m a r k a	CVCCV	Mark, Grenze
2823	Gothic-2823_zeichen-2	m a r k a	CVCCV	Zeichen
2824	Gothic-2824_bezeichnen-1	m a r k o n	CVCCVC	bezeichnen
2825	Gothic-2825_martyrer-1	m a r t w r̥	CVCCVC	Märtyrer
2826	Gothic-2826_marder-1	m a r θ u s	CVCCVC	Marder
2827	Gothic-2827_hochzeit-1	m a r θ u s	CVCCVC	Hochzeit
2828	Gothic-2828_argernis-2	m a r z i n s	CVCCVCC	Ärgernis
2829	Gothic-2829_argernzumargernissein-1	m a r z j a n	CVCCCVC	ärgern, zum Ärgernis sein
2830	Gothic-2830_mast-1	m a s t s	CVCCC	Mast
2831	Gothic-2831_ranzenspeisesackspeisetasche-1	m a t ɪ β a l ɡ s	CVCVCVCCC	Ranzen, Speisesack, Speisetasche
2832	Gothic-2832_essenfressen-1	m a t j a n	CVCCVC	essen, fressen
2833	Gothic-2833_speiseproviantmahl-1	m a t s	CVCC	Speise, Proviant, Mahl
2834	Gothic-2834_wurmmade-1	m a θ a	CVCV	Wurm, Made
2835	Gothic-4750_gut-3	m a θ a	CVCV	gut
2836	Gothic-2836_versammlungsortmarktplatzmarkt-1	m a θ l̥	CVCC	Versammlungsort, Marktplatz, Markt
2837	Gothic-2837_rederedeweise-1	m a θ l i	CVCCV	Rede, Redeweise
2838	Gothic-2838_redner-1	m a θ l i s	CVCCVC	Redner
2839	Gothic-3209_reden-1	m a θ l j a n	CVCCCVC	reden
2840	Gothic-2840_erinnern-2	m ɔ ð j a n	CVCCVC	erinnern
2841	Gothic-2841_ermudet-2	m ɔ ɪ θ s	CVVCC	ermüdet
2842	Gothic-2842_bauch-2	m ɔ k o	CVCV	Bauch
2843	Gothic-2843_mohren-1	m ɔ r	CVC	Mohren...
2844	Gothic-2844_morgen-1	m ɔ r ɡ ɪ n s	CVCCVCC	Morgen
2845	Gothic-2845_kurzen-1	m ɔ r ɡ j a n	CVCCCVC	kürzen
2846	Gothic-2846_kurz-1	m ɔ r ɡ u s	CVCCVC	kurz
2847	Gothic-2847_sorgenfurbesorgtsein-1	m ɔ r n a n	CVCCVC	sorgen für, besorgt sein
2848	Gothic-2848_mord-1	m ɔ r θ r̥	CVCCC	Mord
2849	Gothic-2849_morder-1	m ɔ r θ r j a	CVCCCCV	Mörder
2850	Gothic-2850_morden-1	m ɔ r θ r j a n	CVCCCCVC	morden
2851	Gothic-2852_madchenjungfrau-1	m a w ɪ	CVCV	Mädchen, Jungfrau
2852	Gothic-2852_madchenjungfrau-2	m a w ɪ l o	CVCVCV	Mädchen, Jungfrau
2853	Gothic-2853_45-1	m e	CV	
2854	Gothic-2854_eidamschwiegersohn-1	m e ɣ s	CVCC	Eidam, Schwiegersohn
2855	Gothic-2855_mein-1	m i n s	CVCC	mein
2856	Gothic-3373_schwert-4	m e k ɪ	CVCV	Schwert
2857	Gothic-2857_zeitstunde-1	m e l	CVC	Zeit, Stunde
2858	Gothic-2858_schriftmalzeichenschriftzeichen-1	m e l	CVC	Schrift, Mal, Zeichen, Schriftzeichen
2859	Gothic-2859_scheffelma-1	m e l a	CVCV	Scheffel, Maß
2860	Gothic-2861_schrift-1	m e l i n s	CVCVCC	Schrift
2861	Gothic-2861_schrift-2	m e l ɪ	CVCV	Schrift
2862	Gothic-2862_schreibenaufschreiben-1	m e l j a n	CVCCVC	schreiben, aufschreiben
2863	Gothic-2863_mond-1	m e n a	CVCV	Mond
2864	Gothic-2864_monat-1	m e n o θ s	CVCVCC	Monat
2865	Gothic-2865_gro-1	m e r a	CVCV	groß
2866	Gothic-2866_kunderuf-1	m e r i	CVCV	Kunde, Ruf
2867	Gothic-2867_verkundigungpredigt-1	m e r i n s	CVCVCC	Verkündigung, Predigt
2868	Gothic-2868_groberuhmt-1	m e r i s	CVCVC	groß, berühmt
2869	Gothic-2869_geruchtkunde-1	m e r ɪ θ a	CVCVCV	Gerücht, Kunde
2870	Gothic-2870_kundenkundtunverkundendasevangeliumverkunden-1	m e r j a n	CVCCVC	künden, kund tun, verkünden, das Evangelium verkünden
2871	Gothic-2871_verkundigerpredigerherold-1	m e r j a n d s	CVCCVCCC	Verkündiger, Prediger, Herold
2872	Gothic-2872_bekanntwerden-1	m e r n a n	CVCCVC	bekannt werden
2873	Gothic-2873_tischschusselplatte-1	m e s	CVC	Tisch, Schüssel, Platte
2874	Gothic-2912_ma-1	m e t	CVC	Maß
2875	Gothic-2875_zwischenwand-1	m ɪ ð ɡ a r d ɪ w a dː j u s	CVCCVCCVCVCCVC	Zwischenwand
2876	Gothic-2876_uberflutungsintflutuberschwemmung-1	m ɪ ð j a s w i p ɛ n s	CVCCVCCVCVCC	Überflutung, Sintflut, Überschwemmung
2877	Gothic-2877_mittleremitten-1	m ɪ ð j ɪ s	CVCCVC	mittlere, mitten
2878	Gothic-2878_diebewohnteerdeerdkreis-1	m ɪ ð j u n ɡ a r d s	CVCCVCCVCCC	die bewohnte Erde, Erdkreis
2879	Gothic-2879_mitte-1	m ɪ ð u m a	CVCVCV	Mitte
2880	Gothic-2880_vermitteln-1	m ɪ ð u m o n	CVCVCVC	vermitteln
2881	Gothic-2881_mittler-1	m ɪ ð u m o n d s	CVCVCVCCC	Mittler
2882	Gothic-2882_met-1	m ɪ ð u s	CVCVC	Met
2883	Gothic-2883_sehrgro-1	m ɪ k ɪ l a β a	CVCVCVCV	sehr, groß
2884	Gothic-2885_groe-1	m ɪ k ɪ l d u θ s	CVCVCCVCC	Größe
2885	Gothic-2885_groe-2	m ɪ k ɪ l i	CVCVCV	Größe
2886	Gothic-2886_preisen-1	m ɪ k ɪ l j a n	CVCVCCVC	preisen
2887	Gothic-2887_verherrlichtwerden-1	m ɪ k ɪ l n a n	CVCVCCVC	verherrlicht werden
2888	Gothic-2888_grostarkviel-1	m ɪ k ɪ l s	CVCVCC	groß, stark, viel
2889	Gothic-2889_hochmutig-2	m ɪ k ɪ l θ u h t s	CVCVCCVCCC	hochmütig
2890	Gothic-2890_mildfreundlich-1	m ɪ l d i s	CVCCVC	mild, freundlich
2891	Gothic-2891_mildeherzmitleid-1	m ɪ l d ɪ θ a	CVCCVCV	Milde, Herz, Mitleid
2892	Gothic-2892_wolke-1	m ɪ l h m a	CVCCCV	Wolke
2893	Gothic-2893_kriegsdienstetun-1	m ɪ l ɪ t o n	CVCVCVC	Kriegsdienste tun
2894	Gothic-2894_honig-1	m ɪ l ɪ θ	CVCVC	Honig
2895	Gothic-2895_schmelzensichauflosen-1	m ɪ l t a n	CVCCVC	schmelzen, sich auflösen
2896	Gothic-2896_milz-1	m ɪ l t ɪ	CVCCV	Milz
2897	Gothic-2897_milch-1	m ɪ l u k s	CVCVCC	Milch
2898	Gothic-2898_fleisch-2	m ɪ m z	CVCC	Fleisch
2899	Gothic-2899_denken-1	m ɪ n d s	CVCCC	Denken
2900	Gothic-2900_kleinstegeringstemindeste-1	m ɪ nː ɪ s t s	CVCVCCC	kleinste, geringste, mindeste
2901	Gothic-2901_kleinergeringer-1	m ɪ nː ɪ z a	CVCVCV	kleiner, geringer
